frame,timestamp,stroke,confidence
460,15.333333333333334,Neutral,0.45
461,15.366666666666667,Neutral,0.57
462,15.4,Neutral,0.59
463,15.433333333333334,Neutral,0.59
464,15.466666666666667,Neutral,0.62
465,15.5,Neutral,0.58
466,15.533333333333333,Neutral,0.61
467,15.566666666666666,Neutral,0.59
468,15.6,Neutral,0.6
469,15.633333333333333,Neutral,0.64
470,15.666666666666666,Neutral,0.53
471,15.7,Neutral,0.52
472,15.733333333333333,Neutral,0.54
473,15.766666666666667,Neutral,0.49
474,15.8,Neutral,0.52
475,15.833333333333334,Neutral,0.5
476,15.866666666666667,Neutral,0.41
477,15.9,Forehand,0.36
478,15.933333333333334,Forehand,0.37
479,15.966666666666667,Forehand,0.37
480,16.0,Neutral,0.31
481,16.033333333333335,Serve,0.39
482,16.066666666666666,Forehand,0.3
483,16.1,Forehand,0.37
484,16.133333333333333,Forehand,0.39
485,16.166666666666668,Forehand,0.36
486,16.2,Forehand,0.35
487,16.233333333333334,Forehand,0.35
488,16.266666666666666,Neutral,0.35
489,16.3,Forehand,0.32
490,16.333333333333332,Neutral,0.33
491,16.366666666666667,Serve,0.35
492,16.4,Serve,0.35
493,16.433333333333334,Neutral,0.39
494,16.466666666666665,Neutral,0.45
495,16.5,Neutral,0.45
496,16.533333333333335,Neutral,0.52
497,16.566666666666666,Neutral,0.5
498,16.6,Neutral,0.47
499,16.633333333333333,Neutral,0.41
500,16.666666666666668,Neutral,0.41
501,16.7,Neutral,0.42
502,16.733333333333334,Neutral,0.44
503,16.766666666666666,Neutral,0.5
504,16.8,Neutral,0.48
505,16.833333333333332,Neutral,0.46
506,16.866666666666667,Neutral,0.45
507,16.9,Neutral,0.46
508,16.933333333333334,Neutral,0.46
509,16.966666666666665,Neutral,0.42
510,17.0,Neutral,0.4
511,17.033333333333335,Neutral,0.39
512,17.066666666666666,Neutral,0.4
513,17.1,Neutral,0.41
514,17.133333333333333,Neutral,0.41
515,17.166666666666668,Neutral,0.4
516,17.2,Neutral,0.4
517,17.233333333333334,Neutral,0.39
518,17.266666666666666,Neutral,0.4
519,17.3,Neutral,0.4
520,17.333333333333332,Neutral,0.39
521,17.366666666666667,Neutral,0.39
522,17.4,Neutral,0.39
523,17.433333333333334,Neutral,0.39
524,17.466666666666665,Neutral,0.42
525,17.5,Neutral,0.42
526,17.533333333333335,Neutral,0.41
527,17.566666666666666,Neutral,0.4
528,17.6,Serve,0.39
529,17.633333333333333,Serve,0.39
530,17.666666666666668,Serve,0.4
